# 2003 081 13:15:05 1.0025 03081131505 11320000 010000 60C3104 01121 120 908 4151 324 002 1229
#            Time      Freq     Range  Polarize     Noise   Doppler        Az        Zn  Ampltude     Phase
2003 081 13:15:32    6.4125   155.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   160.000   -90.000     6.000     3.125     0.000     0.000    42.000     0.000
2003 081 13:15:32    6.4125   165.000   -90.000     6.000     4.688     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   170.000   -90.000     6.000     4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   175.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   180.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   185.000   -90.000     6.000    -4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   190.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   195.000   -90.000     6.000     3.125     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   200.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   205.000   -90.000     6.000    -4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   210.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   215.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   220.000   -90.000     6.000    -4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   225.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   230.000   -90.000     6.000    -3.125     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   235.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   240.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   245.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   250.000   -90.000     6.000    -3.125     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   255.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   260.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   265.000   -90.000     6.000     4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   270.000   -90.000     6.000     1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   275.000   -90.000     6.000     1.562     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   280.000   -90.000     6.000     1.562     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   285.000   -90.000     6.000     3.125     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   290.000   -90.000     6.000    -4.688     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   295.000   -90.000     6.000    -6.250     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   300.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   305.000   -90.000     6.000     3.125     0.000     0.000    42.000     0.000
2003 081 13:15:32    6.4125   310.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   315.000   -90.000     6.000     1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   320.000   -90.000     6.000     1.562     0.000     0.000    66.000     0.000
2003 081 13:15:32    6.4125   325.000   -90.000     6.000     1.562     0.000     0.000    60.000     0.000
2003 081 13:15:32    6.4125   330.000    90.000     6.000    -1.562     0.000     0.000    78.000     0.000
2003 081 13:15:32    6.4125   335.000    90.000     6.000    -1.562     0.000     0.000    72.000     0.000
2003 081 13:15:32    6.4125   340.000   -90.000     6.000    -3.125     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   345.000   -90.000     6.000    -6.250     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   350.000   -90.000     6.000     1.562     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   355.000   -90.000     6.000    -3.125     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   360.000   -90.000     6.000    -4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   365.000   -90.000     6.000    -3.125     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   370.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   375.000   -90.000     6.000     4.688     0.000     0.000    42.000     0.000
2003 081 13:15:32    6.4125   380.000   -90.000     6.000     1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   385.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   390.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   395.000   -90.000     6.000    -3.125     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   400.000   -90.000     6.000     6.250     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   405.000   -90.000     6.000    -6.250     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   410.000   -90.000     6.000     3.125     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   415.000   -90.000     6.000     4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   420.000   -90.000     6.000    -4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   425.000   -90.000     6.000     4.688     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   430.000   -90.000     6.000    -4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   435.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   440.000   -90.000     6.000    -4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   445.000   -90.000     6.000    -4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   450.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   455.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   460.000   -90.000     6.000     3.125     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   465.000   -90.000     6.000     1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   470.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   475.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   480.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   485.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   490.000   -90.000     6.000     1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   495.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:32    6.4125   500.000   -90.000     6.000     4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   505.000   -90.000     6.000    -4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   510.000   -90.000     6.000     1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   515.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   520.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   525.000   -90.000     6.000    -4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   530.000   -90.000     6.000     4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   535.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   540.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   545.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   550.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   555.000   -90.000     6.000    -4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   560.000   -90.000     6.000     1.562     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   565.000   -90.000     6.000     1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   570.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:32    6.4125   575.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   580.000   -90.000     6.000    -4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   585.000   -90.000     6.000    -6.250     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   590.000   -90.000     6.000    -4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   595.000   -90.000     6.000     3.125     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   600.000   -90.000     6.000     6.250     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   605.000   -90.000     6.000     6.250     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   610.000   -90.000     6.000     3.125     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   615.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:32    6.4125   620.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   625.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   630.000   -90.000     6.000    -1.562     0.000     0.000    60.000     0.000
2003 081 13:15:32    6.4125   635.000   -90.000     6.000     1.562     0.000     0.000    60.000     0.000
2003 081 13:15:32    6.4125   640.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   645.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   650.000   -90.000     6.000     1.562     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   655.000   -90.000     6.000    -6.250     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   660.000   -90.000     6.000    -3.125     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   665.000   -90.000     6.000     4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   670.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   675.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   680.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:32    6.4125   685.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   690.000   -90.000     6.000     1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   695.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
 
#            Time      Freq     Range  Polarize     Noise   Doppler        Az        Zn  Ampltude     Phase
2003 081 13:15:32    6.5025    60.000   -90.000     6.000     4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.5025    65.000   -90.000     6.000     4.688     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.5025    70.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.5025    75.000   -90.000     6.000     6.250     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.5025    80.000   -90.000     6.000     3.125     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.5025    85.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.5025    90.000   -90.000     6.000     6.250     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.5025    95.000   -90.000     6.000     4.688     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.5025   100.000   -90.000     6.000    -4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.5025   105.000   -90.000     6.000    -3.125     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.5025   110.000   -90.000     6.000     4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.5025   115.000   -90.000     6.000    -4.688     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.5025   120.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.5025   125.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.5025   130.000   -90.000     6.000     1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.5025   135.000   -90.000     6.000     6.250     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.5025   140.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.5025   145.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:32    6.5025   150.000   -90.000     6.000     1.562     0.000     0.000    48.000     0.000
